"Name","c_2","num_hidden_layers","c_1","omega","epochs","num_particles","num_per_layer","_wandb","epoch","val_loss","train_loss"
"misunderstood-sweep-89","2","1","2","0.2","250","48","10","null","249","0.17490853766600292","0.14635409944587283"
"winter-sweep-88","2","1","2","0.15","250","48","10","null","249","0.1485477278629939","0.1276510414150026"
"dark-sweep-87","2","1","2","0.1","250","48","10","null","249","0.15831899444262187","0.1254772158132659"
"celestial-sweep-86","2","1","2","0.05","250","48","10","null","249","0.16131329635779065","0.14506721595923106"
"cerulean-sweep-85","2","1","2","0","250","48","10","null","249","0.17250616053740184","0.15698296825091043"
"wild-sweep-84","2","1","2","1","250","46","10","null","249","0.2631380001703898","0.20515144566694896"
"true-sweep-83","2","1","2","0.95","250","46","10","null","249","0.16226304670174915","0.16285477545526292"
"fresh-sweep-82","2","1","2","0.9","250","46","10","null","249","0.265773610273997","0.187831848859787"
"brisk-sweep-81","2","1","2","0.85","250","46","10","null","249","0.15611117084821066","0.136708128452301"
"proud-sweep-80","2","1","2","0.8","250","46","10","null","249","0.0981279010574023","0.09652063267098532"
"polar-sweep-79","2","1","2","0.75","250","46","10","null","249","0.07825430681308111","0.06613928642537859"
"solar-sweep-78","2","1","2","0.7","250","46","10","null","249","0.0949956754843394","0.0610181402001116"
"graceful-sweep-77","2","1","2","0.65","250","46","10","null","249","0.06134034767746925","0.041915802160898845"
"distinctive-sweep-76","2","1","2","0.6","250","46","10","null","249","0.0725113754471143","0.0772160733739535"
"pretty-sweep-75","2","1","2","0.55","250","46","10","null","249","0.0824558104077975","0.055332827236917285"
"drawn-sweep-74","2","1","2","0.5","250","46","10","null","249","0.11301235655943552","0.08858141998449962"
"efficient-sweep-73","2","1","2","0.45","250","46","10","null","249","0.1249669869740804","0.05955358718832334"
"jolly-sweep-72","2","1","2","0.4","250","46","10","null","249","0.1085543841123581","0.09836284418900808"
"twilight-sweep-71","2","1","2","0.35","250","46","10","null","249","0.14254792630672455","0.10077227387163376"
"young-sweep-70","2","1","2","0.3","250","46","10","null","249","0.1276354730129242","0.08389190501636928"
"youthful-sweep-69","2","1","2","0.25","250","46","10","null","249","0.1587002476056417","0.08245278381639057"
"avid-sweep-68","2","1","2","0.2","250","46","10","null","249","0.1338928113381068","0.10037572648790148"
"worthy-sweep-67","2","1","2","0.15","250","46","10","null","249","0.17695431609948475","0.13433327476183574"
"eager-sweep-66","2","1","2","0.1","250","46","10","null","249","0.1844235231479009","0.1400398231214947"
"restful-sweep-65","2","1","2","0.05","250","46","10","null","249","0.15538554886976877","0.14911193119155036"
"different-sweep-64","2","1","2","0","250","46","10","null","249","0.18861023485660552","0.15463885532485114"
"feasible-sweep-63","2","1","2","1","250","44","10","null","249","0.20492226779460904","0.19390388992097643"
"legendary-sweep-62","2","1","2","0.95","250","44","10","null","249","0.2204013268152873","0.17237704727384778"
"dazzling-sweep-61","2","1","2","0.9","250","44","10","null","249","0.10532206694285076","0.0997811958193779"
"swift-sweep-60","2","1","2","0.85","250","44","10","null","249","0.10352681577205658","0.09828227344486448"
"golden-sweep-59","2","1","2","0.8","250","44","10","null","249","0.11303693950176238","0.07022181318865882"
"distinctive-sweep-58","2","1","2","0.75","250","44","10","null","249","0.09453961749871571","0.06700003850791189"
"golden-sweep-57","2","1","2","0.7","250","44","10","null","249","0.08990699599186579","0.07805036637518141"
"cerulean-sweep-56","2","1","2","0.65","250","44","10","null","249","0.0704316074649493","0.06306163991491"
"fresh-sweep-55","2","1","2","0.6","250","44","10","null","249","0.0903369108835856","0.0874908266796006"
"swept-sweep-54","2","1","2","0.55","250","44","10","null","249","0.07551177044709524","0.06345454967684216"
"stellar-sweep-53","2","1","2","0.5","250","44","10","null","249","0.07020883212486903","0.05791091422239939"
"light-sweep-52","2","1","2","0.45","250","44","10","null","249","0.07108752975861231","0.06702869435151418"
"stilted-sweep-51","2","1","2","0.4","250","44","10","null","249","0.11483011742432912","0.12566240893469915"
"radiant-sweep-50","2","1","2","0.35","250","44","10","null","249","0.12930001219113668","0.13085840278201633"
"wild-sweep-49","2","1","2","0.3","250","44","10","null","249","0.1315750966469447","0.1250358094771703"
"woven-sweep-47","2","1","2","0.2","250","44","10","null","249","0.2255102038383484","0.15509664747450086"
"dandy-sweep-48","2","1","2","0.25","250","44","10","null","249","0.2205627421538035","0.1684780051310857"
"solar-sweep-46","2","1","2","0.15","250","44","10","null","249","0.18057414889335632","0.1299833145406511"
"wobbly-sweep-45","2","1","2","0.1","250","44","10","null","249","0.21811631520589192","0.16484352383348677"
"fresh-sweep-44","2","1","2","0.05","250","44","10","null","249","0.14598622024059296","0.142389174302419"
"lyric-sweep-43","2","1","2","0","250","44","10","null","249","0.1976286639769872","0.17452417810757956"
"fluent-sweep-42","2","1","2","1","250","42","10","null","249","0.19612314999103547","0.16749537587165833"
"skilled-sweep-41","2","1","2","0.95","250","42","10","null","249","0.19408271114031475","0.13981223437521192"
"sandy-sweep-40","2","1","2","0.9","250","42","10","null","249","0.1603144218524297","0.11332670946915945"
"cool-sweep-39","2","1","2","0.85","250","42","10","null","249","0.08141999542713166","0.06731994516319699"
"exalted-sweep-38","2","1","2","0.8","250","42","10","null","249","0.08418724288543065","0.05776578726039992"
"devoted-sweep-37","2","1","2","0.75","250","42","10","null","249","0.0855103184779485","0.08604876730177137"
"elated-sweep-36","2","1","2","0.7","250","42","10","null","249","0.11576146880785625","0.1015077124039332"
"glowing-sweep-35","2","1","2","0.65","250","42","10","null","249","0.11964299182097116","0.10792876664135193"
"iconic-sweep-34","2","1","2","0.6","250","42","10","null","249","0.1200924575328827","0.1060880367954572"
"autumn-sweep-33","2","1","2","0.55","250","42","10","null","249","0.1167371561129888","0.10276112059752146"
"dark-sweep-32","2","1","2","0.5","250","42","10","null","249","0.07622776031494141","0.089183262652821"
"brisk-sweep-31","2","1","2","0.45","250","42","10","null","249","0.0928357591231664","0.07866121364964379"
"radiant-sweep-30","2","1","2","0.4","250","42","10","null","249","0.11778903007507324","0.10856376157866585"
"worthy-sweep-29","2","1","2","0.35","250","42","10","null","249","0.12705355485280354","0.1278048081530465"
"serene-sweep-28","2","1","2","0.3","250","42","10","null","249","0.12493042647838593","0.12621957378254997"
"usual-sweep-27","2","1","2","0.25","250","42","10","null","249","0.13059327602386475","0.12844016783767276"
"daily-sweep-26","2","1","2","0.2","250","42","10","null","249","0.16453765134016674","0.14091971549722884"
"snowy-sweep-25","2","1","2","0.15","250","42","10","null","249","0.13923998375733693","0.1090659028953976"
"noble-sweep-24","2","1","2","0.1","250","42","10","null","249","0.12565113008022308","0.11849205129676396"
"frosty-sweep-23","2","1","2","0.05","250","42","10","null","249","0.16489765147368113","0.14898415207862853"
"crisp-sweep-22","2","1","2","0","250","42","10","null","249","0.19297841886679332","0.17953865594334073"
"morning-sweep-21","2","1","2","1","250","40","10","null","249","0.2713300406932831","0.24808065427674184"
"neat-sweep-20","2","1","2","0.95","250","40","10","null","249","0.22618528008460995","0.21936457322703468"
"vocal-sweep-19","2","1","2","0.9","250","40","10","null","249","0.14447501401106516","0.14294666813479528"
"easy-sweep-18","2","1","2","0.85","250","40","10","null","249","0.11393773357073464","0.10273928741614025"
"dark-sweep-17","2","1","2","0.8","250","40","10","null","249","0.13326626420021057","0.11762308776378631"
"radiant-sweep-16","2","1","2","0.75","250","40","10","null","249","0.10300979912281036","0.09603868044084972"
"earthy-sweep-15","2","1","2","0.7","250","40","10","null","249","0.1088478277126948","0.08565344976054298"
"electric-sweep-14","2","1","2","0.65","250","40","10","null","249","0.09829306155443192","0.09512388424740896"
"jumping-sweep-13","2","1","2","0.6","250","40","10","null","249","0.10300271362066268","0.09060288071632386"
"chocolate-sweep-12","2","1","2","0.55","250","40","10","null","249","0.1097017322977384","0.11066659092903136"
"blooming-sweep-11","2","1","2","0.5","250","40","10","null","249","0.1346417526404063","0.1258109908964899"
"vibrant-sweep-10","2","1","2","0.45","250","40","10","null","249","0.11128808359305065","0.1209750774833891"
"curious-sweep-9","2","1","2","0.4","250","40","10","null","249","0.12879889607429504","0.1237179403503736"
"silvery-sweep-8","2","1","2","0.35","250","40","10","null","249","0.1434834788242976","0.13747832344637978"
"ethereal-sweep-7","2","1","2","0.3","250","40","10","null","249","0.12077459494272869","0.0905225823322932"
"celestial-sweep-6","2","1","2","0.25","250","40","10","null","249","0.1291432817776998","0.12020377748542362"
"giddy-sweep-5","2","1","2","0.2","250","40","10","null","249","0.12552455564339957","0.12189968675374983"
"sunny-sweep-4","2","1","2","0.15","250","40","10","null","249","0.20899929503599804","0.15616054501798418"
"crimson-sweep-3","2","1","2","0.1","250","40","10","null","249","0.2476863702138265","0.1928249716758728"
"cool-sweep-2","2","1","2","0.05","250","40","10","null","249","0.28490766485532126","0.22399729523393844"
"desert-sweep-1","2","1","2","0","250","40","10","null","249","0.18908759951591492","0.1898776670296987"
