"Name","omega","num_per_layer","c_1","epochs","num_particles","num_hidden_layers","c_2","_wandb","epoch","val_loss","train_loss"
"fallen-sweep-20","0.95","10","2","250","50","1","2","null","249","0.15574199656645457","0.14435541696018642"
"sparkling-sweep-19","0.9","10","2","250","50","1","2","null","249","0.12997320691744488","0.12680289927456115"
"curious-sweep-18","0.85","10","2","250","50","1","2","null","249","0.11341764827569326","0.11025382495588726"
"rare-sweep-17","0.8","10","2","250","50","1","2","null","249","0.08480115284522374","0.061508692138724855"
"prime-sweep-16","0.75","10","2","250","50","1","2","null","249","0.1028819426894188","0.08304921587308248"
"likely-sweep-15","0.7","10","2","250","50","1","2","null","249","0.15124683578809103","0.09461321930090588"
"bumbling-sweep-14","0.65","10","2","250","50","1","2","null","249","0.10917859474817912","0.09668676058451336"
"unique-sweep-13","0.6","10","2","250","50","1","2","null","249","0.10427041153113048","0.0811463948753145"
"fresh-sweep-12","0.55","10","2","250","50","1","2","null","249","0.13824642697970072","0.12059297843111884"
"young-sweep-11","0.5","10","2","250","50","1","2","null","249","0.14034623503684998","0.10915132313966752"
"snowy-sweep-10","0.45","10","2","250","50","1","2","null","249","0.10374080340067546","0.09717821445729996"
"silvery-sweep-9","0.4","10","2","250","50","1","2","null","249","0.12369716862837474","0.10910651849375833"
"rosy-sweep-8","0.35","10","2","250","50","1","2","null","249","0.10768826007843016","0.11393685539563496"
"curious-sweep-7","0.3","10","2","250","50","1","2","null","249","0.1410865475734075","0.11011569566196866"
"rural-sweep-6","0.25","10","2","250","50","1","2","null","249","0.13024055262406667","0.10336026516225603"
"zany-sweep-5","0.2","10","2","250","50","1","2","null","249","0.19456609884897869","0.13472723513841628"
"vibrant-sweep-4","0.15","10","2","250","50","1","2","null","249","0.14160861670970917","0.13530665238698322"
"easy-sweep-3","0.1","10","2","250","50","1","2","null","249","0.16941397190093993","0.1640414641963111"
"solar-sweep-2","0.05","10","2","250","50","1","2","null","249","0.14407995343208313","0.13918773498800066"
"crimson-sweep-1","0","10","2","250","50","1","2","null","249","0.1352926899989446","0.14239685700999366"
